year2,state,size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1977,18,a) 1 to 4,46622,50404,117619,113679,11586,23.4,9471,19.2,44131,,,,38.8,36251,24650,11601,21.7,31.9,7880,6.9,63.8,1,6211,6254,16339
1977,18,b) 5 to 9,17502,20631,140934,137170,1588,7.8,1118,5.5,36641,19657,16984,14.3,26.7,29113,13866,15247,10.1,21.2,7528,5.5,42.4,0,741,744,9244
1977,18,c) 10 to 19,9920,11905,168434,163636,756,6.4,516,4.4,39075,19728,19347,12.1,23.9,29478,13446,16032,8.2,18,9597,5.9,36,0,302,302,7827
1977,18,d) 20 to 49,5973,7566,239667,233255,370,4.9,269,3.6,49005,21337,27668,9.1,21,36180,15639,20541,6.7,15.5,12825,5.5,31,0,153,153,9029
1977,18,e) 50 to 99,2004,2498,179754,175211,89,3.6,59,2.4,30774,11868,18906,6.8,17.6,21688,7684,14004,4.4,12.4,9086,5.2,24.8,0,39,39,5055
1977,18,f) 100 to 249,1089,1438,228029,221531,27,1.9,19,1.3,34298,8672,25626,3.9,15.5,21302,5913,15389,2.7,9.6,12996,5.9,19.2,0,9,9,2796
1977,18,g) 250 to 499,327,425,153294,147232,7,1.7,0,0,22344,5039,17305,3.4,15.2,10220,0,10220,0,6.9,12124,8.3,13.8,0,,,
1977,18,h) 500 to 999,156,178,128674,122555,2,1.1,0,0,20651,,,,16.9,8412,0,8412,0,6.9,12239,10,13.8,1,,,
1977,18,i) 1000+,104,139,352456,355541,0,0,0,0,21894,0,21894,0,6.2,28064,0,28064,0,7.9,-6170,-1.7,12.4,0,,,
1977,18,m. ALL,83697,95184,1708861,1669810,14425,15.4,11452,12.2,298813,122017,176796,7.3,17.9,220708,81198,139510,4.9,13.2,78105,4.7,26.4,0,7455,7501,50290
1977,19,a) 1 to 4,33505,36411,83331,79917,8426,23.6,6757,18.9,31708,23124,8584,28.9,39.7,24880,17183,7697,21.5,31.1,6828,8.6,62.2,0,4524,4536,11879
1977,19,b) 5 to 9,11831,13406,91954,88926,1060,8,695,5.3,23822,12916,10906,14.5,26.8,17766,8537,9229,9.6,20,6056,6.8,40,0,457,457,5630
1977,19,c) 10 to 19,6672,7633,106457,104492,414,5.5,316,4.2,22336,10691,11645,10.2,21.4,18406,8394,10012,8,17.6,3930,3.8,35.2,0,180,183,4821
1977,19,d) 20 to 49,3672,4413,137233,134444,206,4.7,147,3.4,25430,11456,13974,8.5,18.9,19852,8595,11257,6.4,14.8,5578,4.1,29.6,0,94,94,5605
1977,19,e) 50 to 99,1013,1261,88697,87895,33,2.6,32,2.5,13601,4305,9296,4.9,15.5,11997,4252,7745,4.8,13.6,1604,1.9,27.2,0,21,21,2686
1977,19,f) 100 to 249,496,620,93346,92194,10,1.6,12,1.9,12479,3185,9294,3.5,13.5,10174,3736,6438,4.1,11,2305,2.5,22,0,4,4,1199
1977,19,g) 250 to 499,147,166,59648,57437,4,2.4,0,0,8380,2450,5930,4.3,14.6,3958,0,3958,0,6.9,4422,7.7,13.8,0,,,
1977,19,h) 500 to 999,70,74,50285,48617,0,0,0,0,5602,0,5602,0,11.5,2265,0,2265,0,4.7,3337,6.8,9.4,0,,,
1977,19,i) 1000+,46,55,126768,115146,0,0,0,0,25744,0,25744,0,22.4,2500,0,2500,0,2.2,23244,20.2,4.4,0,,,
1977,19,m. ALL,57452,64039,837719,809068,10153,16.1,7959,12.6,169102,68127,100975,8.4,20.9,111798,50697,61101,6.3,13.8,57304,7.1,27.6,0,5280,5295,31820
1977,20,a) 1 to 4,27010,29054,67485,65200,6960,24.4,5838,20.4,26310,19125,7185,29.3,40.4,21739,15147,6592,23.2,33.3,4571,7.1,66.6,0,4026,4043,10615
1977,20,b) 5 to 9,9758,10923,75314,73130,921,8.5,676,6.3,20679,11471,9208,15.7,28.3,16310,8220,8090,11.2,22.3,4369,6,44.6,0,442,445,5404
1977,20,c) 10 to 19,5392,6194,87683,85251,399,6.5,268,4.4,20692,10298,10394,12.1,24.3,15827,6900,8927,8.1,18.6,4865,5.7,37.2,0,157,157,4121
1977,20,d) 20 to 49,3116,3770,118423,115420,195,5.2,123,3.3,23803,10897,12906,9.4,20.6,17796,6908,10888,6,15.4,6007,5.2,30.8,0,68,68,3974
1977,20,e) 50 to 99,854,1070,75599,74596,37,3.5,24,2.3,11893,4926,6967,6.6,15.9,9886,3276,6610,4.4,13.3,2007,2.6,26.6,0,14,14,1958
1977,20,f) 100 to 249,439,547,84926,82456,18,3.3,15,2.8,15740,5032,10708,6.1,19.1,10800,4320,6480,5.2,13.1,4940,6,26.2,0,3,3,801
1977,20,g) 250 to 499,114,129,43987,42433,1,0.8,0,0,6656,,,,15.7,3547,0,3547,0,8.4,3109,7.3,16.8,1,,,
1977,20,h) 500 to 999,57,65,45415,44004,0,0,0,0,5440,0,5440,0,12.4,2618,0,2618,0,5.9,2822,6.5,11.8,0,,,
1977,20,i) 1000+,24,27,84980,73056,3,11.8,0,0,28701,,,,39.3,4852,0,4852,0,6.6,23849,32.7,13.2,1,,,
1977,20,m. ALL,46764,51779,683812,655546,8534,16.7,6944,13.6,159914,86834,73080,13.2,24.4,103375,44771,58604,6.8,15.8,56539,8.6,31.6,0,4710,4730,26873
1977,21,a) 1 to 4,30346,32577,76395,73532,7959,24.9,6479,20.3,29791,22173,7618,30.2,40.5,24064,16604,7460,22.6,32.7,5727,7.8,65.4,0,4498,4505,11489
1977,21,b) 5 to 9,10751,12202,83409,81331,1029,8.5,731,6.1,22550,12609,9941,15.5,27.7,18394,8946,9448,11,22.6,4156,5.1,45.2,0,457,457,5526
1977,21,c) 10 to 19,5974,6933,97640,95020,457,6.7,283,4.1,23093,11906,11187,12.5,24.3,17852,7496,10356,7.9,18.8,5241,5.5,37.6,0,160,160,4203
1977,21,d) 20 to 49,3435,4250,131719,130407,195,4.6,146,3.5,25471,11349,14122,8.7,19.5,22846,8338,14508,6.4,17.5,2625,2,35,0,75,75,4374
1977,21,e) 50 to 99,1175,1384,97837,96962,49,3.5,43,3.1,17877,6702,11175,6.9,18.4,16126,6112,10014,6.3,16.6,1751,1.8,33.2,0,24,24,3412
1977,21,f) 100 to 249,634,798,126765,123996,21,2.6,16,2,21672,6575,15097,5.3,17.5,16134,4989,11145,4,13,5538,4.5,26,0,7,7,2085
1977,21,g) 250 to 499,223,278,100050,96978,4,1.4,0,0,14780,2393,12387,2.5,15.2,8635,0,8635,0,8.9,6145,6.3,17.8,0,,,
1977,21,h) 500 to 999,89,107,73540,72648,0,0,0,0,5352,0,5352,0,7.4,3568,0,3568,0,4.9,1784,2.5,9.8,0,,,
1977,21,i) 1000+,37,46,130446,115502,0,0,0,0,33153,0,33153,0,28.7,3264,0,3264,0,2.8,29889,25.9,5.6,0,,,
1977,21,m. ALL,52664,58575,917801,886376,9714,16.8,7698,13.4,193739,73707,120032,8.3,21.9,130883,52485,78398,5.9,14.8,62856,7.1,29.6,0,5221,5228,31089
1977,22,a) 1 to 4,34866,37672,88789,83691,9627,26.5,6765,18.6,36204,,,,43.3,26007,17557,8450,21,31.1,10197,12.2,62.2,1,4896,4924,12853
1977,22,b) 5 to 9,12773,14669,101096,97898,1229,8.5,810,5.6,28208,14931,13277,15.3,28.8,21812,10041,11771,10.3,22.3,6396,6.5,44.6,0,550,550,6783
1977,22,c) 10 to 19,7477,8841,125058,121618,551,6.3,399,4.6,30699,14541,16158,12,25.2,23818,10370,13448,8.5,19.6,6881,5.6,39.2,0,249,249,6397
1977,22,d) 20 to 49,4518,5725,184846,178965,290,5.1,175,3.1,40666,16798,23868,9.4,22.7,28903,10453,18450,5.8,16.2,11763,6.5,32.4,0,99,99,5712
1977,22,e) 50 to 99,1459,1749,125533,121876,72,4.2,43,2.5,26229,9507,16722,7.8,21.5,18914,6278,12636,5.2,15.5,7315,6,31,0,21,21,3143
1977,22,f) 100 to 249,749,946,150143,148063,30,3.2,25,2.7,28416,8513,19903,5.7,19.2,24255,7049,17206,4.8,16.4,4161,2.8,32.8,0,10,10,2826
1977,22,g) 250 to 499,208,275,94455,92488,3,1.1,0,0,12834,2500,10334,2.7,13.9,8899,0,8899,0,9.6,3935,4.3,19.2,0,,,
1977,22,h) 500 to 999,91,104,70627,68960,2,1.9,0,0,8783,,,,12.7,5448,0,5448,0,7.9,3335,4.8,15.8,1,,,
1977,22,i) 1000+,41,46,81472,78757,0,0,0,0,11284,0,11284,0,14.3,5854,0,5854,0,7.4,5430,6.9,14.8,0,,,
1977,22,m. ALL,62182,70027,1022019,992316,11804,17.3,8217,12,223323,96410,126913,9.7,22.5,163910,61748,102162,6.2,16.5,59413,6,33,0,5825,5853,37714
1977,23,a) 1 to 4,12196,12880,28719,27465,2941,23.4,2375,18.9,10761,,,,39.2,8253,,2709,,30,2508,9.2,60,1,1530,1533,3738
1977,23,b) 5 to 9,3762,4273,28993,28132,299,7.1,205,4.9,7372,3784,3588,13.5,26.2,5649,2585,3064,9.2,20.1,1723,6.1,40.2,0,142,142,1815
1977,23,c) 10 to 19,2003,2272,31692,30856,111,4.9,89,3.9,6750,2875,3875,9.3,21.9,5077,2351,2726,7.6,16.5,1673,5.4,33,0,55,55,1421
1977,23,d) 20 to 49,1126,1387,44177,43121,62,4.5,59,4.3,9310,3482,5828,8.1,21.6,7197,3548,3649,8.2,16.7,2113,4.9,33.4,0,24,24,1432
1977,23,e) 50 to 99,368,449,32243,32136,15,3.3,19,4.2,5717,1876,3841,5.8,17.8,5503,2364,3139,7.4,17.1,214,0.7,34.2,0,8,8,1051
1977,23,f) 100 to 249,230,273,44841,42291,8,3,2,0.7,8765,2273,6492,5.4,20.7,3665,,3101,,8.7,5100,12,17.4,1,,,
1977,23,g) 250 to 499,80,93,35217,33758,2,2.2,0,0,5037,,,,14.9,2119,0,2119,0,6.3,2918,8.6,12.6,1,,,
1977,23,h) 500 to 999,35,36,24948,23152,3,8.7,0,0,5101,3913,1188,16.9,22,1508,0,1508,0,6.5,3593,15.5,13,0,,,
1977,23,i) 1000+,9,9,21711,22977,0,0,0,0,1037,0,1037,0,4.5,3568,0,3568,0,15.5,-2531,-11,9,0,,,
1977,23,m. ALL,19809,21672,292541,283888,3441,16.2,2749,12.9,59850,26990,32860,9.5,21.1,42539,16956,25583,6,15,17311,6.1,30,0,1759,1762,9457
1977,24,a) 1 to 4,32184,34442,81922,77778,8921,26.8,6491,19.5,33762,25723,8039,33.1,43.4,25474,17665,7809,22.7,32.8,8288,10.6,65.6,0,4330,4340,11656
1977,24,b) 5 to 9,13275,15564,107243,104673,1230,8,920,6,28271,15105,13166,14.4,27,23131,11280,11851,10.8,22.1,5140,4.9,44.2,0,570,571,6971
1977,24,c) 10 to 19,7978,9291,129927,128167,487,5.3,412,4.5,28015,12634,15381,9.9,21.9,24495,10955,13540,8.5,19.1,3520,2.8,38.2,0,198,198,5246
1977,24,d) 20 to 49,4666,6073,191754,188534,277,4.6,201,3.3,37385,15694,21691,8.3,19.8,30944,11922,19022,6.3,16.4,6441,3.4,32.8,0,88,88,5175
1977,24,e) 50 to 99,1445,1897,134882,133566,68,3.6,60,3.2,24567,8829,15738,6.6,18.4,21934,7877,14057,5.9,16.4,2633,2,32.8,0,22,22,2916
1977,24,f) 100 to 249,763,977,147100,146637,20,2,20,2,21767,5775,15992,3.9,14.8,20840,6072,14768,4.1,14.2,927,0.6,28.4,0,6,6,1948
1977,24,g) 250 to 499,183,234,81112,79950,2,0.9,0,0,9929,,,,12.4,7604,0,7604,0,9.5,2325,2.9,19,1,,,
1977,24,h) 500 to 999,99,119,84610,80953,2,1.7,0,0,14408,,,,17.8,7095,0,7095,0,8.8,7313,9,17.6,1,,,
1977,24,i) 1000+,59,68,167743,172297,0,0,0,0,24610,0,24610,0,14.3,33719,0,33719,0,19.6,-9109,-5.3,28.6,0,,,
1977,24,m. ALL,60652,68665,1126293,1112555,11007,16.4,8104,12,222714,87380,135334,7.9,20,195236,65771,129465,5.9,17.5,27478,2.5,35,0,5214,5225,33912
1977,25,a) 1 to 4,54976,58291,133308,126204,11963,20.9,9846,17.2,48755,32057,16698,25.4,38.6,34547,23404,11143,18.5,27.4,14208,11.2,54.8,0,6627,6642,15522
1977,25,b) 5 to 9,19878,22664,154456,149946,1436,6.4,1091,4.9,38399,17512,20887,11.7,25.6,29379,13644,15735,9.1,19.6,9020,6,39.2,0,652,656,8166
1977,25,c) 10 to 19,11735,13217,187829,181921,676,5.1,577,4.4,43346,17888,25458,9.8,23.8,31530,15502,16028,8.5,17.3,11816,6.5,34.6,0,302,303,8147
1977,25,d) 20 to 49,7060,8578,279132,271301,419,4.9,367,4.3,61768,25062,36706,9.2,22.8,46105,22077,24028,8.1,17,15663,5.8,34,0,184,184,10812
1977,25,e) 50 to 99,2611,3312,240879,236197,131,4,106,3.2,45208,17691,27517,7.5,19.1,35844,14711,21133,6.2,15.2,9364,3.9,30.4,0,43,43,6145
1977,25,f) 100 to 249,1360,1791,280304,274177,49,2.7,52,2.9,49042,15548,33494,5.7,17.9,36787,15015,21772,5.5,13.4,12255,4.5,26.8,0,22,22,6608
1977,25,g) 250 to 499,394,495,177212,170467,7,1.4,0,0,24616,5109,19507,3,14.4,11125,0,11125,0,6.5,13491,7.9,13,0,,,
1977,25,h) 500 to 999,188,223,161456,153942,3,1.4,0,0,21900,3887,18013,2.5,14.2,6871,0,6871,0,4.5,15029,9.7,9,0,,,
1977,25,i) 1000+,116,146,336226,317889,5,3.5,0,0,56268,21736,34532,6.8,17.7,19593,0,19593,0,6.2,36675,11.5,12.4,0,,,
1977,25,m. ALL,98318,108717,1950802,1882044,14689,13.7,12039,11.2,389302,156490,232812,8.3,20.7,251781,104353,147428,5.5,13.4,137521,7.3,26.8,0,7830,7850,55400
1977,26,a) 1 to 4,71233,76796,181621,173604,18699,24.9,15021,20,72388,,,,41.7,56353,38573,17780,22.2,32.5,16035,9.2,65,1,9697,9726,24923
1977,26,b) 5 to 9,27729,32318,222462,216009,2625,8.2,1840,5.8,60184,32241,27943,14.9,27.9,47277,22817,24460,10.6,21.9,12907,6,43.8,0,1083,1095,13504
1977,26,c) 10 to 19,15999,19128,270468,263025,1021,5.4,780,4.1,61263,26707,34556,10.2,23.3,46376,20396,25980,7.8,17.6,14887,5.7,35.2,0,423,424,10954
1977,26,d) 20 to 49,9395,11921,381053,367972,632,5.4,402,3.4,83131,35970,47161,9.8,22.6,56969,23212,33757,6.3,15.5,26162,7.1,31,0,215,222,12617
1977,26,e) 50 to 99,2983,3827,273080,264617,123,3.2,87,2.3,50610,16190,34420,6.1,19.1,33684,11668,22016,4.4,12.7,16926,6.4,25.4,0,34,34,4642
1977,26,f) 100 to 249,1444,1998,313469,304633,55,2.8,44,2.2,56189,16208,39981,5.3,18.4,38517,12721,25796,4.2,12.6,17672,5.8,25.2,0,16,16,4579
1977,26,g) 250 to 499,427,571,205749,196649,11,1.9,0,0,33522,8214,25308,4.2,17,15322,0,15322,0,7.8,18200,9.2,15.6,0,,,
1977,26,h) 500 to 999,184,252,172779,171720,4,1.6,0,0,17331,4796,12535,2.8,10.1,15213,0,15213,0,8.9,2118,1.2,17.8,0,,,
1977,26,i) 1000+,98,219,696904,661932,1,0.5,0,0,98067,,,,14.8,28123,0,28123,0,4.2,69944,10.6,8.4,1,,,
1977,26,m. ALL,129492,147030,2717585,2620161,23171,16,18174,12.6,532685,198762,333923,7.6,20.3,337834,129387,208447,4.9,12.9,194851,7.4,25.8,0,11468,11517,71219
1977,27,a) 1 to 4,37240,40014,93876,89167,9942,25.6,7322,18.9,37405,27515,9890,30.9,41.9,27986,19264,8722,21.6,31.4,9419,10.5,62.8,0,4781,4810,12808
1977,27,b) 5 to 9,14964,16995,117603,113538,1314,7.8,903,5.4,31313,16069,15244,14.2,27.6,23183,11147,12036,9.8,20.4,8130,7.2,40.8,0,576,578,7124
1977,27,c) 10 to 19,8824,9949,139842,136696,546,5.5,427,4.3,31097,14280,16817,10.4,22.7,24804,11128,13676,8.1,18.1,6293,4.6,36.2,0,246,247,6406
1977,27,d) 20 to 49,5133,6193,197150,192847,303,4.9,221,3.6,39836,17997,21839,9.3,20.7,31229,12571,18658,6.5,16.2,8607,4.5,32.4,0,139,140,7705
1977,27,e) 50 to 99,1697,2147,153466,150479,83,3.9,71,3.3,28110,11104,17006,7.4,18.7,22135,9674,12461,6.4,14.7,5975,4,29.4,0,45,45,6063
1977,27,f) 100 to 249,879,1151,179314,177316,34,3,34,3,28776,9568,19208,5.4,16.2,24780,9428,15352,5.3,14,3996,2.2,28,0,13,13,3488
1977,27,g) 250 to 499,241,303,105234,102753,3,1,0,0,12221,1685,10536,1.6,11.9,7258,0,7258,0,7.1,4963,4.8,14.2,0,,,
1977,27,h) 500 to 999,102,124,92399,84912,8,6.7,0,0,20335,10338,9997,12.2,23.9,5360,0,5360,0,6.3,14975,17.6,12.6,0,,,
1977,27,i) 1000+,68,86,203857,183176,0,0,0,0,53325,0,53325,0,29.1,11962,0,11962,0,6.5,41363,22.6,13,0,,,
1977,27,m. ALL,69148,76962,1282741,1230884,12233,16.2,8978,11.9,282418,108556,173862,8.8,22.9,178697,73212,105485,5.9,14.5,103721,8.4,29,0,5800,5833,43594
1977,28,a) 1 to 4,21763,23545,53632,51482,5720,24.9,4474,19.5,20706,15284,5422,29.7,40.2,16406,11087,5319,21.5,31.9,4300,8.3,63.8,0,3230,3239,8126
1977,28,b) 5 to 9,7233,8383,56953,55550,696,8.4,430,5.2,15012,8384,6628,15.1,27,12205,5323,6882,9.6,22,2807,5,44,0,298,299,3697
1977,28,c) 10 to 19,3863,4446,62093,61155,266,6,198,4.5,13882,6841,7041,11.2,22.7,12006,5135,6871,8.4,19.6,1876,3.1,39.2,0,123,123,3155
1977,28,d) 20 to 49,2165,2677,83650,81742,152,5.7,109,4.1,18631,8823,9808,10.8,22.8,14815,6206,8609,7.6,18.1,3816,4.7,36.2,0,65,73,4109
1977,28,e) 50 to 99,705,819,59498,58410,32,3.9,31,3.8,11200,4440,6760,7.6,19.2,9024,4347,4677,7.4,15.4,2176,3.8,30.8,0,18,18,2506
1977,28,f) 100 to 249,445,565,89640,87721,15,2.7,9,1.6,14342,4363,9979,5,16.3,10503,2606,7897,3,12,3839,4.3,24,0,3,3,877
1977,28,g) 250 to 499,145,175,61686,60174,0,0,0,0,7032,0,7032,0,11.7,4008,0,4008,0,6.7,3024,5,13.4,0,,,
1977,28,h) 500 to 999,61,71,48940,47154,0,0,0,0,5246,0,5246,0,11.1,1673,0,1673,0,3.5,3573,7.6,7,0,,,
1977,28,i) 1000+,19,22,64863,56688,0,0,0,0,16740,0,16740,0,29.5,389,0,389,0,0.7,16351,28.8,1.4,0,,,
1977,28,m. ALL,36399,40703,580955,560076,6881,17.2,5251,13.1,122791,48135,74656,8.6,21.9,81029,34704,46325,6.2,14.5,41762,7.4,29,0,3737,3755,22470
1977,29,a) 1 to 4,48372,52413,119308,115103,12514,24.3,10355,20.1,45925,,,,39.9,37514,25986,11528,22.6,32.6,8411,7.3,65.2,1,7135,7161,18057
1977,29,b) 5 to 9,16839,19232,131456,128698,1462,7.7,1148,6,34249,17884,16365,13.9,26.6,28732,14171,14561,11,22.3,5517,4.3,44.6,0,706,708,8586
1977,29,c) 10 to 19,9951,11536,161995,160269,638,5.5,568,4.9,34837,16511,18326,10.3,21.7,31384,14824,16560,9.2,19.6,3453,2.1,39.2,0,290,290,7452
1977,29,d) 20 to 49,5767,7205,228421,224273,359,5,285,4,45975,20886,25089,9.3,20.5,37679,16313,21366,7.3,16.8,8296,3.7,33.6,0,127,127,7215
1977,29,e) 50 to 99,1916,2429,172843,170651,91,3.8,75,3.1,30133,12332,17801,7.2,17.7,25749,10362,15387,6.1,15.1,4384,2.6,30.2,0,26,26,3703
1977,29,f) 100 to 249,963,1295,203560,200655,24,1.9,27,2.1,29350,6828,22522,3.4,14.6,23539,7989,15550,4,11.7,5811,2.9,23.4,0,9,9,2521
1977,29,g) 250 to 499,309,414,145347,143369,5,1.2,0,0,17509,3558,13951,2.5,12.2,13553,0,13553,0,9.5,3956,2.7,19,0,,,
1977,29,h) 500 to 999,134,161,113073,110818,2,1.3,0,0,13900,,,,12.5,9389,0,9389,0,8.5,4511,4,17,1,,,
1977,29,i) 1000+,69,88,233437,215188,0,0,0,0,45905,0,45905,0,21.3,9406,0,9406,0,4.4,36499,16.9,8.8,0,,,
1977,29,m. ALL,84320,94773,1509440,1469024,15095,16.1,12458,13.3,297783,114468,183315,7.8,20.3,216945,89645,127300,6.1,14.8,80838,5.5,29.6,0,8293,8321,47534
1977,30,a) 1 to 4,10424,11191,25969,24174,3136,29.4,2028,19,11268,8418,2850,34.8,46.6,7677,,2570,,31.8,3591,14.8,63.6,1,1405,1407,
1977,30,b) 5 to 9,3524,3876,26939,25787,343,9,227,5.9,7992,4163,3829,16.1,31,5688,2738,2950,10.6,22.1,2304,8.9,44.2,0,165,165,1964
1977,30,c) 10 to 19,2019,2240,31789,30859,131,5.9,103,4.6,7505,3409,4096,11,24.3,5644,2649,2995,8.6,18.3,1861,6,36.6,0,74,74,1924
1977,30,d) 20 to 49,990,1156,35528,34800,46,4,32,2.8,6783,2598,4185,7.5,19.5,5326,1719,3607,4.9,15.3,1457,4.2,30.6,0,21,21,1155
1977,30,e) 50 to 99,236,286,20104,19648,9,3.2,7,2.5,3879,1210,2669,6.2,19.7,2966,896,2070,4.6,15.1,913,4.6,30.2,0,7,7,896
1977,30,f) 100 to 249,114,135,20713,19875,1,0.7,1,0.7,3101,,,,15.6,1425,,1210,,7.2,1676,8.4,14.4,1,1,1,
1977,30,g) 250 to 499,20,22,8021,7453,1,4.7,0,0,1334,,,,17.9,198,0,198,0,2.7,1136,15.2,5.4,1,,,
1977,30,h) 500 to 999,8,9,7416,5688,2,25,0,0,3509,,,,61.7,53,0,53,0,0.9,3456,60.8,1.8,1,,,
1977,30,i) 1000+,5,6,14523,10305,0,0,0,0,8436,0,8436,0,81.9,0,0,0,0,0,8436,81.9,0,0,,,
1977,30,m. ALL,17340,18921,191002,178589,3669,20,2398,13.1,53807,23008,30799,12.9,30.1,28977,13324,15653,7.5,16.2,24830,13.9,32.4,0,1673,1675,9899
1977,31,a) 1 to 4,19078,20319,46521,44271,4836,24.4,3672,18.6,18019,,,,40.7,13519,,4210,,30.5,4500,10.2,61,1,2522,2527,6471
1977,31,b) 5 to 9,6794,7595,51655,50246,562,7.5,389,5.2,13123,6914,6209,13.8,26.1,10304,4770,5534,9.5,20.5,2819,5.6,41,0,252,252,3092
1977,31,c) 10 to 19,3859,4284,59853,59255,205,4.8,201,4.7,12436,5406,7030,9.1,21,11240,5222,6018,8.8,19,1196,2,38,0,133,133,3507
1977,31,d) 20 to 49,2170,2565,80088,78832,107,4.2,87,3.4,14894,6152,8742,7.8,18.9,12381,5089,7292,6.5,15.7,2513,3.2,31.4,0,53,53,3200
1977,31,e) 50 to 99,664,786,55011,54219,24,3.1,15,1.9,8272,3318,4954,6.1,15.3,6687,2109,4578,3.9,12.3,1585,3,24.6,0,12,12,1557
1977,31,f) 100 to 249,324,377,56666,56185,8,2.1,8,2.1,8201,2221,5980,4,14.6,7238,2256,4982,4,12.9,963,1.7,25.8,0,6,6,1837
1977,31,g) 250 to 499,83,100,34658,34342,0,0,1,1,4794,0,4794,0,14,4162,,3662,,12.1,632,1.9,24.2,1,,,
1977,31,h) 500 to 999,39,45,31984,30548,1,2.2,0,0,4130,,,,13.5,1257,0,1257,0,4.1,2873,9.4,8.2,1,,,
1977,31,i) 1000+,19,23,57103,43773,0,0,0,0,32169,0,32169,0,73.5,5509,0,5509,0,12.6,26660,60.9,25.2,0,,,
1977,31,m. ALL,33030,36094,473539,451671,5743,16.2,4373,12.3,116038,38504,77534,8.5,25.7,72297,29255,43042,6.5,16,43741,9.7,32,0,2978,2983,19664
1977,32,a) 1 to 4,7721,8118,20115,18489,2661,34.7,1707,22.3,9844,,,,53.2,6592,4645,1947,25.1,35.7,3252,17.5,71.4,1,1243,1246,
1977,32,b) 5 to 9,2954,3206,22556,21351,347,11.1,208,6.6,7604,4273,3331,20,35.6,5194,2583,2611,12.1,24.3,2410,11.3,48.6,0,146,146,1846
1977,32,c) 10 to 19,1533,1746,25589,24104,155,9.1,79,4.6,7683,3960,3723,16.4,31.9,4712,2038,2674,8.5,19.5,2971,12.4,39,0,50,50,1251
1977,32,d) 20 to 49,842,1043,34585,32161,75,7.3,36,3.5,9880,4385,5495,13.6,30.7,5032,2274,2758,7.1,15.6,4848,15.1,31.2,0,22,22,1408
1977,32,e) 50 to 99,244,289,21261,20018,12,4.2,7,2.4,5336,1668,3668,8.3,26.7,2850,1042,1808,5.2,14.2,2486,12.5,28.4,1,2,2,
1977,32,f) 100 to 249,145,169,27274,26784,5,2.9,7,4.1,5191,1560,3631,5.8,19.4,4211,2775,1436,10.4,15.7,980,3.7,31.4,0,3,3,1172
1977,32,g) 250 to 499,48,56,20518,18935,2,3.6,0,0,3997,,,,21.1,830,0,830,0,4.4,3167,16.7,8.8,1,,,
1977,32,h) 500 to 999,25,30,21109,21383,0,0,0,0,2314,0,2314,0,10.8,2861,0,2861,0,13.4,-547,-2.6,21.6,0,,,
1977,32,i) 1000+,19,23,42279,40946,0,0,0,0,5318,0,5318,0,13,2651,0,2651,0,6.5,2667,6.5,13,0,,,
1977,32,m. ALL,13531,14680,235286,224171,3257,23.1,2044,14.5,57167,24768,32399,11,25.5,34933,15357,19576,6.9,15.6,22234,9.9,31.2,0,1466,1469,9485
1977,33,a) 1 to 4,10073,10629,24621,22553,2734,27,1727,17,10169,,,,45.1,6033,4114,1919,18.2,26.8,4136,18.3,53.6,1,1186,1191,
1977,33,b) 5 to 9,3410,3676,25265,24154,271,7.4,195,5.4,6919,3248,3671,13.4,28.6,4697,2410,2287,10,19.4,2222,9.2,38.8,0,136,136,1659
1977,33,c) 10 to 19,1890,2030,29049,27842,116,5.8,77,3.8,6909,3027,3882,10.9,24.8,4495,1980,2515,7.1,16.1,2414,8.7,32.2,0,51,51,1311
1977,33,d) 20 to 49,1134,1300,42053,40494,70,5.4,46,3.6,9073,3955,5118,9.8,22.4,5954,2956,2998,7.3,14.7,3119,7.7,29.4,0,22,23,1432
1977,33,e) 50 to 99,362,428,30957,30664,8,1.9,12,2.8,4819,1227,3592,4,15.7,4232,1488,2744,4.9,13.8,587,1.9,27.6,1,2,2,
1977,33,f) 100 to 249,237,260,40909,40034,4,1.5,6,2.3,6366,1190,5176,3,15.9,4615,1651,2964,4.1,11.5,1751,4.4,23,0,4,4,1048
1977,33,g) 250 to 499,72,84,29454,28787,1,1.2,0,0,3365,,,,11.7,2031,0,2031,0,7.1,1334,4.6,14.2,1,,,
1977,33,h) 500 to 999,30,33,23524,22378,0,0,0,0,3055,0,3055,0,13.7,762,0,762,0,3.4,2293,10.3,6.8,0,,,
1977,33,i) 1000+,10,10,16296,16875,0,0,0,0,522,0,522,0,3.1,1679,0,1679,0,9.9,-1157,-6.8,6.2,0,,,
1977,33,m. ALL,17218,18450,262128,253781,3204,17.9,2063,11.5,51197,20146,31051,7.9,20.2,34498,14599,19899,5.8,13.6,16699,6.6,27.2,0,1401,1407,8623
1977,34,a) 1 to 4,76189,79215,173898,169271,17240,22.1,14521,18.6,61208,,,,36.2,51953,34130,17823,20.2,30.7,9255,5.5,61.4,1,9544,9572,22277
